問い合わせID,受付日時,初回応答日時,解決日時,チャネル,製品,カテゴリ,中分類,問い合わせ種別,優先度番号,優先度,顧客区分,ステータス番号,ステータス,フェーズ番号,フェーズ,エスカレ有無,再オープン有無,対応チーム,担当者,満足度,件名,自由記述
INQ-202510-00449,2025-10-20 13:11,2025-10-20 16:03,2025-10-22 21:03,電話,クラウド経費,不具合,表示崩れ,質問,1,高,中小,4,解決,4,解決,1,0,一次窓口,鈴木,4,画面が真っ白になる,急ぎで確認したい
INQ-202510-00450,2025-10-24 10:57,2025-10-24 15:19,2025-10-27 02:19,Web,スマート勤怠,使い方,データ移行,要望,1,高,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,3,初期設定の方法を知りたい,他社にはある機能
INQ-202510-00451,2025-10-03 16:38,2025-10-03 23:54,2025-10-05 14:54,チャット,スマート勤怠,要望,UI改善,質問,3,低,中小,5,クローズ,5,完了,0,1,一次窓口,佐藤,4,エクスポート機能がほしい,急ぎで確認したい
INQ-202510-00452,2025-10-08 11:39,2025-10-08 17:05,2025-10-11 14:05,チャット,スマート勤怠,要望,機能追加,要望,2,中,大企業,4,解決,4,解決,0,1,一次窓口,田中,3,通知の細分化,業務効率化のため必要
INQ-202510-00453,2025-10-24 17:58,2025-10-24 19:49,2025-10-27 12:49,メール,クラウド経費,不具合,保存エラー,質問,3,低,大企業,4,解決,4,解決,0,0,一次窓口,佐藤,1,データが保存されない,マニュアルの場所を知りたい
INQ-202510-00454,2025-10-15 12:47,2025-10-15 13:34,2025-10-18 12:34,メール,スマート勤怠,使い方,権限設定,質問,2,中,個人事業主,5,クローズ,5,完了,0,0,技術サポート,伊藤,4,CSVの取込手順が不明,丁寧に教えてほしい
INQ-202510-00455,2025-10-16 16:53,2025-10-16 18:16,2025-10-19 03:16,電話,クラウド経費,仕様確認,上限・制限,質問,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,田中,3,対応ブラウザを確認したい,マニュアルの場所を知りたい
INQ-202510-00456,2025-10-07 12:03,2025-10-07 20:03,2025-10-09 04:03,チャット,クラウド経費,仕様確認,対応環境,質問,1,高,大企業,5,クローズ,5,完了,0,0,一次窓口,佐藤,4,対応ブラウザを確認したい,丁寧に教えてほしい
INQ-202510-00457,2025-10-14 09:00,2025-10-14 13:27,2025-10-15 03:27,メール,スマート勤怠,仕様確認,上限・制限,障害報告,3,低,大企業,4,解決,4,解決,0,0,技術サポート,高橋,5,APIの有無について,業務が止まっている
INQ-202510-00458,2025-10-30 14:27,2025-10-30 21:29,2025-11-01 09:29,電話,スマート勤怠,使い方,操作方法,質問,1,高,中小,4,解決,4,解決,0,0,一次窓口,田中,4,初期設定の方法を知りたい,丁寧に教えてほしい
INQ-202510-00459,2025-10-14 11:38,2025-10-14 18:17,2025-10-15 12:17,メール,クラウド経費,仕様確認,上限・制限,質問,2,中,大企業,5,クローズ,5,完了,0,0,技術サポート,伊藤,3,APIの有無について,急ぎで確認したい
INQ-202510-00460,2025-10-28 15:04,2025-10-28 20:24,2025-10-29 12:24,メール,クラウド経費,仕様確認,セキュリティ,質問,2,中,中小,4,解決,4,解決,0,0,技術サポート,高橋,3,対応ブラウザを確認したい,マニュアルの場所を知りたい
INQ-202510-00461,2025-10-03 09:23,2025-10-03 12:10,2025-10-03 18:10,メール,スマート勤怠,不具合,ログイン不可,質問,3,低,中小,4,解決,4,解決,1,0,一次窓口,佐藤,4,画面が真っ白になる,丁寧に教えてほしい
INQ-202510-00462,2025-10-08 16:21,2025-10-08 21:48,2025-10-08 22:48,メール,スマート勤怠,使い方,操作方法,要望,2,中,中小,4,解決,4,解決,0,0,技術サポート,伊藤,1,初期設定の方法を知りたい,次期アップデートに期待
INQ-202510-00463,2025-10-21 18:13,2025-10-21 21:55,2025-10-22 20:55,電話,スマート勤怠,不具合,表示崩れ,質問,3,低,大企業,4,解決,4,解決,0,0,一次窓口,鈴木,4,データが保存されない,丁寧に教えてほしい
INQ-202510-00464,2025-10-09 16:30,2025-10-09 23:21,2025-10-12 13:21,電話,クラウド経費,不具合,表示崩れ,質問,2,中,中小,5,クローズ,5,完了,0,1,一次窓口,田中,1,画面が真っ白になる,マニュアルの場所を知りたい
INQ-202510-00465,2025-10-24 10:24,2025-10-24 17:50,2025-10-27 10:50,メール,スマート勤怠,不具合,動作が遅い,質問,2,中,大企業,4,解決,4,解決,0,0,一次窓口,田中,5,画面が真っ白になる,急ぎで確認したい
INQ-202510-00466,2025-10-24 12:31,2025-10-24 19:10,2025-10-26 16:10,メール,クラウド経費,使い方,初期設定,障害報告,3,低,大企業,5,クローズ,5,完了,0,0,一次窓口,佐藤,4,権限設定について,業務が止まっている
INQ-202511-00467,2025-11-21 12:27,2025-11-21 18:20,2025-11-22 13:20,チャット,スマート勤怠,使い方,権限設定,クレーム,2,中,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,3,権限設定について,対応が遅い
INQ-202511-00468,2025-11-04 15:41,2025-11-04 20:02,2025-11-07 17:02,チャット,スマート勤怠,仕様確認,対応環境,質問,2,中,大企業,5,クローズ,5,完了,0,0,技術サポート,伊藤,4,同時接続数の上限は,マニュアルの場所を知りたい
INQ-202511-00469,2025-11-14 15:59,2025-11-14 17:30,2025-11-17 08:30,チャット,スマート勤怠,仕様確認,API・連携,要望,2,中,大企業,4,解決,4,解決,0,0,技術サポート,伊藤,1,APIの有無について,他社にはある機能
INQ-202511-00470,2025-11-17 12:18,2025-11-17 12:53,2025-11-18 12:53,チャット,スマート勤怠,不具合,表示崩れ,質問,3,低,大企業,4,解決,4,解決,0,1,一次窓口,田中,5,画面が真っ白になる,急ぎで確認したい
INQ-202511-00471,2025-11-21 17:06,2025-11-21 18:02,2025-11-21 20:02,Web,スマート勤怠,使い方,データ移行,質問,1,高,大企業,5,クローズ,5,完了,0,0,一次窓口,佐藤,1,初期設定の方法を知りたい,マニュアルの場所を知りたい
INQ-202511-00472,2025-11-19 16:02,2025-11-19 19:02,2025-11-21 12:02,電話,スマート勤怠,使い方,権限設定,障害報告,2,中,中小,5,クローズ,5,完了,1,0,一次窓口,佐藤,5,CSVの取込手順が不明,影響範囲を知りたい
INQ-202511-00473,2025-11-12 16:51,2025-11-12 22:12,2025-11-15 11:12,電話,スマート勤怠,仕様確認,上限・制限,質問,2,中,大企業,5,クローズ,5,完了,0,0,品質保証,渡辺,4,対応ブラウザを確認したい,マニュアルの場所を知りたい
INQ-202511-00474,2025-11-27 12:40,2025-11-27 16:48,2025-11-28 05:48,メール,スマート勤怠,請求,プラン変更,要望,2,中,大企業,5,クローズ,5,完了,0,0,技術サポート,高橋,5,請求書の再発行依頼,業務効率化のため必要
INQ-202511-00475,2025-11-05 16:56,2025-11-05 20:49,2025-11-06 11:49,メール,クラウド経費,不具合,表示崩れ,質問,3,低,大企業,4,解決,4,解決,0,0,品質保証,渡辺,4,ログインできない,マニュアルの場所を知りたい
INQ-202511-00476,2025-11-03 10:45,2025-11-03 11:59,2025-11-06 08:59,電話,クラウド経費,使い方,データ移行,要望,2,中,大企業,4,解決,4,解決,0,0,一次窓口,鈴木,4,権限設定について,他社にはある機能
INQ-202511-00477,2025-11-28 11:36,2025-11-28 13:35,2025-11-29 23:35,チャット,クラウド経費,仕様確認,セキュリティ,障害報告,3,低,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,2,APIの有無について,影響範囲を知りたい
INQ-202511-00478,2025-11-07 15:07,2025-11-07 17:55,2025-11-09 16:55,メール,スマート勤怠,使い方,データ移行,クレーム,1,高,大企業,5,クローズ,5,完了,0,1,一次窓口,佐藤,5,初期設定の方法を知りたい,何度も同じ案内をされた
INQ-202511-00479,2025-11-20 14:06,2025-11-20 15:25,2025-11-20 20:25,メール,スマート勤怠,不具合,表示崩れ,要望,2,中,大企業,5,クローズ,5,完了,0,1,技術サポート,高橋,4,ログインできない,他社にはある機能
INQ-202511-00480,2025-11-28 15:30,2025-11-28 16:01,2025-11-29 15:01,メール,スマート勤怠,使い方,データ移行,質問,1,高,個人事業主,5,クローズ,5,完了,0,0,技術サポート,高橋,5,CSVの取込手順が不明,マニュアルの場所を知りたい
INQ-202511-00481,2025-11-28 10:01,2025-11-28 16:04,2025-12-01 15:04,メール,スマート勤怠,仕様確認,API・連携,要望,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,4,APIの有無について,次期アップデートに期待
INQ-202511-00482,2025-11-28 17:19,2025-11-29 00:42,2025-11-29 14:42,メール,スマート勤怠,使い方,データ移行,質問,2,中,大企業,5,クローズ,5,完了,0,1,技術サポート,高橋,4,初期設定の方法を知りたい,急ぎで確認したい
INQ-202511-00483,2025-11-14 15:10,2025-11-14 20:36,2025-11-17 00:36,Web,スマート勤怠,要望,機能追加,障害報告,2,中,大企業,5,クローズ,5,完了,0,0,一次窓口,佐藤,3,ダークモード対応の希望,影響範囲を知りたい
INQ-202511-00484,2025-11-20 17:41,2025-11-20 21:33,2025-11-22 21:33,チャット,クラウド経費,要望,通知改善,クレーム,3,低,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,1,エクスポート機能がほしい,説明が分かりにくい
INQ-202511-00485,2025-11-21 15:32,2025-11-21 21:36,2025-11-24 05:36,電話,クラウド経費,要望,UI改善,質問,3,低,中小,5,クローズ,5,完了,0,0,一次窓口,佐藤,3,ダークモード対応の希望,丁寧に教えてほしい
INQ-202511-00486,2025-11-28 16:11,2025-11-28 18:02,2025-11-29 10:02,メール,クラウド経費,不具合,動作が遅い,質問,2,中,個人事業主,5,クローズ,5,完了,0,0,技術サポート,高橋,2,データが保存されない,急ぎで確認したい
INQ-202511-00487,2025-11-26 12:02,2025-11-26 13:34,2025-11-28 20:34,電話,スマート勤怠,使い方,権限設定,要望,3,低,大企業,5,クローズ,5,完了,0,0,一次窓口,佐藤,5,初期設定の方法を知りたい,他社にはある機能
INQ-202511-00488,2025-11-17 17:18,2025-11-17 23:02,2025-11-18 05:02,チャット,スマート勤怠,仕様確認,API・連携,質問,2,中,個人事業主,5,クローズ,5,完了,0,0,一次窓口,田中,3,同時接続数の上限は,丁寧に教えてほしい
INQ-202511-00489,2025-11-05 14:13,2025-11-05 16:28,2025-11-07 23:28,メール,スマート勤怠,仕様確認,セキュリティ,質問,2,中,大企業,5,クローズ,5,完了,0,0,品質保証,渡辺,5,対応ブラウザを確認したい,丁寧に教えてほしい
INQ-202511-00490,2025-11-21 15:40,2025-11-21 17:51,2025-11-22 03:51,チャット,スマート勤怠,不具合,表示崩れ,質問,3,低,大企業,5,クローズ,5,完了,0,0,一次窓口,田中,3,画面が真っ白になる,丁寧に教えてほしい
INQ-202511-00491,2025-11-11 14:23,2025-11-11 15:31,2025-11-12 14:31,Web,クラウド経費,使い方,操作方法,質問,3,低,大企業,5,クローズ,5,完了,0,1,一次窓口,田中,4,権限設定について,急ぎで確認したい
INQ-202512-00492,2025-12-04 13:44,2025-12-04 19:36,2025-12-07 16:36,メール,スマート勤怠,使い方,初期設定,障害報告,3,低,大企業,5,クローズ,5,完了,1,0,一次窓口,佐藤,4,権限設定について,業務が止まっている
INQ-202512-00493,2025-12-09 09:32,2025-12-09 13:11,2025-12-12 00:11,チャット,クラウド経費,使い方,権限設定,質問,3,低,中小,5,クローズ,5,完了,0,1,技術サポート,高橋,3,CSVの取込手順が不明,マニュアルの場所を知りたい
INQ-202512-00494,2025-12-10 11:27,2025-12-10 16:56,2025-12-11 03:56,メール,クラウド経費,要望,機能追加,質問,3,低,個人事業主,5,クローズ,5,完了,0,0,一次窓口,佐藤,1,エクスポート機能がほしい,丁寧に教えてほしい
INQ-202512-00495,2025-12-19 09:47,2025-12-19 15:42,2025-12-22 12:42,メール,クラウド経費,請求,請求書,障害報告,2,中,中小,5,クローズ,5,完了,0,0,技術サポート,伊藤,4,支払方法の確認,業務が止まっている
INQ-202512-00496,2025-12-23 12:34,2025-12-23 15:46,2025-12-24 09:46,チャット,スマート勤怠,仕様確認,対応環境,クレーム,2,中,個人事業主,4,解決,4,解決,0,1,技術サポート,高橋,4,同時接続数の上限は,説明が分かりにくい
INQ-202512-00497,2025-12-12 18:21,2025-12-12 20:17,2025-12-14 12:17,Web,スマート勤怠,不具合,ログイン不可,質問,2,中,中小,5,クローズ,5,完了,1,0,一次窓口,鈴木,5,ログインできない,急ぎで確認したい
INQ-202512-00498,2025-12-29 14:31,2025-12-29 18:16,2026-01-01 09:16,電話,スマート勤怠,不具合,保存エラー,質問,3,低,大企業,4,解決,4,解決,0,1,一次窓口,佐藤,3,画面が真っ白になる,丁寧に教えてほしい
INQ-202512-00499,2025-12-30 13:09,2025-12-30 18:50,2026-01-02 03:50,チャット,スマート勤怠,不具合,保存エラー,質問,1,高,中小,5,クローズ,5,完了,0,0,技術サポート,高橋,2,画面が真っ白になる,マニュアルの場所を知りたい
INQ-202512-00500,2025-12-04 11:02,2025-12-04 15:17,2025-12-07 14:17,電話,スマート勤怠,使い方,初期設定,質問,2,中,大企業,4,解決,4,解決,0,0,技術サポート,伊藤,4,初期設定の方法を知りたい,急ぎで確認したい
INQ-202512-00501,2025-12-25 15:56,2025-12-25 22:33,2025-12-27 05:33,メール,クラウド経費,仕様確認,セキュリティ,質問,3,低,個人事業主,5,クローズ,5,完了,0,1,一次窓口,佐藤,1,同時接続数の上限は,マニュアルの場所を知りたい
INQ-202512-00502,2025-12-24 09:30,2025-12-24 15:33,2025-12-25 23:33,メール,スマート勤怠,仕様確認,上限・制限,クレーム,1,高,中小,5,クローズ,5,完了,0,0,一次窓口,田中,4,同時接続数の上限は,何度も同じ案内をされた
INQ-202512-00503,2025-12-26 16:44,2025-12-26 22:04,2025-12-28 00:04,チャット,クラウド経費,使い方,操作方法,質問,1,高,大企業,5,クローズ,5,完了,0,0,品質保証,渡辺,2,CSVの取込手順が不明,マニュアルの場所を知りたい
INQ-202512-00504,2025-12-10 15:14,2025-12-10 17:25,2025-12-12 10:25,電話,スマート勤怠,使い方,データ移行,クレーム,2,中,大企業,5,クローズ,5,完了,0,0,一次窓口,佐藤,5,初期設定の方法を知りたい,対応が遅い
INQ-202512-00505,2025-12-22 15:13,2025-12-22 21:07,2025-12-25 20:07,電話,スマート勤怠,仕様確認,セキュリティ,質問,2,中,個人事業主,5,クローズ,5,完了,0,0,一次窓口,田中,5,同時接続数の上限は,マニュアルの場所を知りたい
INQ-202512-00506,2025-12-26 12:49,2025-12-26 13:15,2025-12-27 14:15,メール,クラウド経費,使い方,権限設定,質問,3,低,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,3,初期設定の方法を知りたい,丁寧に教えてほしい
INQ-202512-00507,2025-12-31 14:21,2025-12-31 22:04,2026-01-02 21:04,メール,スマート勤怠,仕様確認,上限・制限,質問,2,中,大企業,5,クローズ,5,完了,0,0,一次窓口,鈴木,4,同時接続数の上限は,丁寧に教えてほしい
INQ-202512-00508,2025-12-16 12:59,2025-12-16 16:27,2025-12-19 08:27,Web,クラウド経費,使い方,権限設定,要望,1,高,大企業,5,クローズ,5,完了,0,1,技術サポート,高橋,4,初期設定の方法を知りたい,次期アップデートに期待
INQ-202601-00509,2026-01-15 15:24,2026-01-15 21:37,2026-01-18 17:37,メール,スマート勤怠,仕様確認,上限・制限,質問,2,中,大企業,5,クローズ,5,完了,0,1,技術サポート,伊藤,3,同時接続数の上限は,マニュアルの場所を知りたい
INQ-202601-00510,2026-01-09 14:10,2026-01-09 16:22,2026-01-10 19:22,電話,スマート勤怠,使い方,操作方法,障害報告,1,高,大企業,5,クローズ,5,完了,0,0,技術サポート,高橋,4,権限設定について,至急復旧してほしい
INQ-202601-00511,2026-01-23 16:16,2026-01-23 17:51,2026-01-25 02:51,チャット,スマート勤怠,仕様確認,API・連携,障害報告,1,高,中小,5,クローズ,5,完了,0,1,一次窓口,鈴木,5,APIの有無について,業務が止まっている
INQ-202601-00512,2026-01-23 12:41,2026-01-23 14:44,2026-01-25 22:44,電話,クラウド経費,仕様確認,上限・制限,要望,2,中,大企業,4,解決,4,解決,0,1,技術サポート,伊藤,4,対応ブラウザを確認したい,他社にはある機能
INQ-202601-00513,2026-01-06 13:52,2026-01-06 15:33,2026-01-07 00:33,Web,スマート勤怠,不具合,表示崩れ,クレーム,1,高,大企業,5,クローズ,5,完了,0,0,一次窓口,佐藤,2,データが保存されない,説明が分かりにくい
INQ-202601-00514,2026-01-05 15:51,2026-01-05 18:13,2026-01-06 13:13,電話,スマート勤怠,不具合,ログイン不可,要望,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,田中,5,ログインできない,次期アップデートに期待
INQ-202601-00515,2026-01-27 12:45,2026-01-27 18:11,2026-01-30 16:11,電話,スマート勤怠,仕様確認,セキュリティ,要望,2,中,大企業,5,クローズ,5,完了,0,1,一次窓口,鈴木,2,対応ブラウザを確認したい,業務効率化のため必要
INQ-202601-00516,2026-01-29 16:09,2026-01-29 22:20,2026-01-30 13:20,電話,スマート勤怠,使い方,データ移行,質問,2,中,中小,5,クローズ,5,完了,0,1,技術サポート,伊藤,4,初期設定の方法を知りたい,丁寧に教えてほしい
INQ-202601-00517,2026-01-12 10:21,2026-01-12 16:07,2026-01-14 07:07,電話,クラウド経費,要望,機能追加,クレーム,2,中,大企業,4,解決,4,解決,0,0,技術サポート,伊藤,4,エクスポート機能がほしい,説明が分かりにくい
INQ-202601-00518,2026-01-30 13:23,2026-01-30 16:47,2026-02-02 02:47,Web,クラウド経費,仕様確認,対応環境,要望,3,低,個人事業主,5,クローズ,5,完了,0,0,技術サポート,高橋,4,同時接続数の上限は,次期アップデートに期待
INQ-202601-00519,2026-01-19 12:46,2026-01-19 18:16,2026-01-21 13:16,電話,スマート勤怠,要望,機能追加,要望,2,中,中小,5,クローズ,5,完了,0,1,一次窓口,佐藤,2,エクスポート機能がほしい,他社にはある機能
INQ-202601-00520,2026-01-14 14:34,2026-01-14 16:39,2026-01-16 15:39,メール,スマート勤怠,請求,プラン変更,質問,2,中,中小,5,クローズ,5,完了,0,1,技術サポート,高橋,1,請求書の再発行依頼,急ぎで確認したい
INQ-202601-00521,2026-01-16 18:58,2026-01-17 02:06,2026-01-18 07:06,電話,クラウド経費,不具合,表示崩れ,質問,3,低,大企業,4,解決,4,解決,0,1,品質保証,渡辺,1,データが保存されない,丁寧に教えてほしい
INQ-202601-00522,2026-01-13 15:44,2026-01-13 16:28,2026-01-13 18:28,Web,スマート勤怠,仕様確認,対応環境,質問,1,高,中小,4,解決,4,解決,0,1,一次窓口,田中,4,対応ブラウザを確認したい,丁寧に教えてほしい
INQ-202601-00523,2026-01-16 15:47,2026-01-16 16:08,2026-01-17 15:08,メール,クラウド経費,不具合,保存エラー,質問,1,高,中小,5,クローズ,5,完了,0,1,一次窓口,田中,4,データが保存されない,急ぎで確認したい
INQ-202601-00524,2026-01-23 16:58,2026-01-23 17:31,2026-01-24 22:31,メール,スマート勤怠,使い方,操作方法,質問,2,中,大企業,5,クローズ,5,完了,0,1,品質保証,渡辺,4,権限設定について,マニュアルの場所を知りたい
INQ-202601-00525,2026-01-27 10:44,2026-01-27 13:54,2026-01-29 08:54,メール,スマート勤怠,仕様確認,セキュリティ,質問,2,中,個人事業主,4,解決,4,解決,0,0,一次窓口,田中,1,APIの有無について,丁寧に教えてほしい
INQ-202601-00526,2026-01-07 14:48,2026-01-07 17:34,2026-01-08 05:34,Web,スマート勤怠,使い方,初期設定,質問,2,中,大企業,4,解決,4,解決,0,0,一次窓口,佐藤,5,CSVの取込手順が不明,急ぎで確認したい
INQ-202601-00527,2026-01-13 13:20,2026-01-13 14:41,2026-01-13 18:41,チャット,クラウド経費,要望,通知改善,要望,3,低,大企業,5,クローズ,5,完了,0,0,一次窓口,鈴木,4,通知の細分化,次期アップデートに期待
INQ-202601-00528,2026-01-06 10:29,2026-01-06 14:50,2026-01-09 09:50,電話,クラウド経費,要望,機能追加,要望,2,中,個人事業主,5,クローズ,5,完了,0,0,技術サポート,高橋,5,通知の細分化,他社にはある機能
INQ-202601-00529,2026-01-15 16:21,2026-01-15 17:44,2026-01-18 09:44,メール,クラウド経費,要望,機能追加,障害報告,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,2,ダークモード対応の希望,影響範囲を知りたい
INQ-202601-00530,2026-01-28 18:50,2026-01-29 00:58,2026-01-31 11:58,Web,スマート勤怠,不具合,表示崩れ,障害報告,2,中,大企業,4,解決,4,解決,0,0,一次窓口,田中,3,画面が真っ白になる,影響範囲を知りたい
INQ-202601-00531,2026-01-30 10:07,2026-01-30 15:31,2026-02-01 08:31,Web,スマート勤怠,不具合,保存エラー,質問,3,低,個人事業主,5,クローズ,5,完了,1,0,一次窓口,佐藤,4,画面が真っ白になる,マニュアルの場所を知りたい
INQ-202601-00532,2026-01-02 14:41,2026-01-02 22:13,2026-01-05 10:13,電話,クラウド経費,仕様確認,対応環境,質問,2,中,大企業,4,解決,4,解決,0,0,技術サポート,高橋,4,同時接続数の上限は,マニュアルの場所を知りたい
INQ-202601-00533,2026-01-29 16:06,2026-01-29 22:10,2026-02-01 11:10,電話,クラウド経費,要望,UI改善,要望,2,中,大企業,5,クローズ,5,完了,0,0,一次窓口,鈴木,2,通知の細分化,次期アップデートに期待
INQ-202601-00534,2026-01-16 10:13,2026-01-16 17:42,2026-01-16 20:42,メール,スマート勤怠,仕様確認,セキュリティ,質問,3,低,個人事業主,4,解決,4,解決,0,0,品質保証,渡辺,5,同時接続数の上限は,急ぎで確認したい
INQ-202601-00535,2026-01-21 10:09,2026-01-21 17:55,2026-01-24 00:55,電話,スマート勤怠,使い方,データ移行,要望,2,中,中小,4,解決,4,解決,0,0,一次窓口,田中,3,初期設定の方法を知りたい,次期アップデートに期待
INQ-202601-00536,2026-01-12 17:30,2026-01-12 23:45,2026-01-13 18:45,メール,クラウド経費,使い方,データ移行,質問,2,中,中小,4,解決,4,解決,0,1,一次窓口,鈴木,3,権限設定について,マニュアルの場所を知りたい
INQ-202601-00537,2026-01-27 15:20,2026-01-27 19:15,2026-01-28 12:15,電話,クラウド経費,要望,UI改善,要望,3,低,大企業,5,クローズ,5,完了,0,0,一次窓口,鈴木,4,通知の細分化,次期アップデートに期待
INQ-202601-00538,2026-01-02 11:12,2026-01-02 14:23,2026-01-02 17:23,メール,スマート勤怠,使い方,データ移行,質問,1,高,大企業,5,クローズ,5,完了,0,0,技術サポート,高橋,3,初期設定の方法を知りたい,マニュアルの場所を知りたい
INQ-202601-00539,2026-01-16 15:29,2026-01-16 20:17,2026-01-17 17:17,メール,スマート勤怠,請求,プラン変更,質問,1,高,中小,5,クローズ,5,完了,0,0,一次窓口,佐藤,4,支払方法の確認,マニュアルの場所を知りたい
INQ-202601-00540,2026-01-22 12:18,2026-01-22 18:46,2026-01-25 16:46,チャット,クラウド経費,要望,機能追加,障害報告,1,高,個人事業主,4,解決,4,解決,0,0,技術サポート,伊藤,2,エクスポート機能がほしい,影響範囲を知りたい
INQ-202602-00541,2026-02-10 16:13,2026-02-10 23:18,2026-02-13 02:18,電話,スマート勤怠,不具合,表示崩れ,要望,2,中,個人事業主,5,クローズ,5,完了,0,0,技術サポート,伊藤,1,画面が真っ白になる,他社にはある機能
INQ-202602-00542,2026-02-09 11:57,2026-02-09 16:54,2026-02-12 00:54,チャット,スマート勤怠,使い方,データ移行,質問,3,低,大企業,5,クローズ,5,完了,0,1,技術サポート,伊藤,3,初期設定の方法を知りたい,マニュアルの場所を知りたい
INQ-202602-00543,2026-02-13 16:51,2026-02-13 22:59,2026-02-14 15:59,Web,スマート勤怠,要望,UI改善,障害報告,3,低,大企業,4,解決,4,解決,1,0,一次窓口,佐藤,4,通知の細分化,至急復旧してほしい
INQ-202602-00544,2026-02-27 14:20,2026-02-27 20:40,2026-02-28 13:40,電話,スマート勤怠,不具合,表示崩れ,質問,3,低,中小,4,解決,4,解決,1,0,一次窓口,佐藤,5,ログインできない,丁寧に教えてほしい
INQ-202602-00545,2026-02-10 11:53,2026-02-10 19:52,2026-02-11 11:52,電話,クラウド経費,請求,プラン変更,クレーム,3,低,大企業,4,解決,4,解決,0,0,技術サポート,高橋,2,請求書の再発行依頼,対応が遅い
INQ-202602-00546,2026-02-03 13:23,2026-02-03 16:08,2026-02-06 02:08,Web,スマート勤怠,使い方,初期設定,質問,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,佐藤,5,初期設定の方法を知りたい,丁寧に教えてほしい
INQ-202602-00547,2026-02-19 14:54,2026-02-19 16:37,2026-02-19 20:37,電話,クラウド経費,要望,UI改善,障害報告,1,高,中小,5,クローズ,5,完了,0,0,一次窓口,佐藤,4,エクスポート機能がほしい,至急復旧してほしい
INQ-202602-00548,2026-02-04 17:01,2026-02-04 21:05,2026-02-07 13:05,メール,スマート勤怠,仕様確認,上限・制限,質問,3,低,中小,5,クローズ,5,完了,0,1,一次窓口,鈴木,4,対応ブラウザを確認したい,急ぎで確認したい
INQ-202602-00549,2026-02-06 11:54,2026-02-06 18:21,2026-02-08 05:21,Web,スマート勤怠,不具合,保存エラー,質問,3,低,大企業,5,クローズ,5,完了,1,0,一次窓口,佐藤,5,画面が真っ白になる,丁寧に教えてほしい
INQ-202602-00550,2026-02-19 12:57,2026-02-19 14:00,2026-02-20 14:00,メール,スマート勤怠,使い方,初期設定,障害報告,2,中,大企業,5,クローズ,5,完了,0,0,技術サポート,伊藤,5,初期設定の方法を知りたい,業務が止まっている
INQ-202602-00551,2026-02-12 12:49,2026-02-12 18:02,2026-02-13 22:02,メール,スマート勤怠,仕様確認,API・連携,質問,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,田中,4,同時接続数の上限は,マニュアルの場所を知りたい
INQ-202602-00552,2026-02-20 17:51,2026-02-20 22:11,2026-02-21 04:11,Web,スマート勤怠,要望,UI改善,要望,3,低,中小,5,クローズ,5,完了,0,0,一次窓口,田中,5,エクスポート機能がほしい,他社にはある機能
INQ-202602-00553,2026-02-06 14:37,2026-02-06 15:02,2026-02-08 11:02,メール,クラウド経費,使い方,初期設定,障害報告,3,低,大企業,5,クローズ,5,完了,0,0,一次窓口,鈴木,4,CSVの取込手順が不明,影響範囲を知りたい
INQ-202602-00554,2026-02-10 11:48,2026-02-10 12:55,2026-02-12 12:55,メール,スマート勤怠,仕様確認,セキュリティ,クレーム,2,中,中小,5,クローズ,5,完了,0,0,一次窓口,鈴木,5,対応ブラウザを確認したい,対応が遅い
INQ-202602-00555,2026-02-27 09:06,2026-02-27 15:03,2026-02-27 22:03,Web,クラウド経費,仕様確認,上限・制限,質問,3,低,大企業,5,クローズ,5,完了,0,0,一次窓口,鈴木,3,対応ブラウザを確認したい,丁寧に教えてほしい
INQ-202602-00556,2026-02-10 10:21,2026-02-10 18:00,2026-02-12 23:00,チャット,クラウド経費,不具合,表示崩れ,障害報告,1,高,中小,5,クローズ,5,完了,1,0,一次窓口,田中,4,ログインできない,影響範囲を知りたい
INQ-202602-00557,2026-02-16 15:17,2026-02-16 21:38,2026-02-18 00:38,メール,クラウド経費,使い方,権限設定,要望,2,中,中小,5,クローズ,5,完了,0,0,技術サポート,高橋,4,CSVの取込手順が不明,次期アップデートに期待
INQ-202602-00558,2026-02-27 12:31,2026-02-27 13:42,2026-02-28 18:42,電話,スマート勤怠,仕様確認,API・連携,要望,2,中,大企業,4,解決,4,解決,0,0,一次窓口,鈴木,5,同時接続数の上限は,業務効率化のため必要
INQ-202602-00559,2026-02-17 11:25,2026-02-17 13:33,2026-02-17 16:33,電話,スマート勤怠,使い方,権限設定,障害報告,1,高,中小,5,クローズ,5,完了,0,0,一次窓口,田中,5,権限設定について,影響範囲を知りたい
